observation,mode,temperature_degC,humidity_pct,measured_frequency_hz,true_environment_shift_fraction,source
0,1,26.07776700720199,84.65769406065907,1.3326728469655083,0.00811925476721914,illustrative
0,2,26.07776700720199,84.65769406065907,4.221261532991209,0.008768795148596673,illustrative
0,3,26.07776700720199,84.65769406065907,6.845251538669743,0.009418335529974202,illustrative
0,4,26.07776700720199,84.65769406065907,14.340583277769934,0.010067875911351734,illustrative
1,1,29.268952699187725,78.20489237999847,1.337403787550771,0.0012696788033244066,illustrative
1,2,29.268952699187725,78.20489237999847,4.142715342721034,0.0013712531075903592,illustrative
1,3,29.268952699187725,78.20489237999847,6.812114537482759,0.0014728274118563115,illustrative
1,4,29.268952699187725,78.20489237999847,14.449851391840886,0.0015744017161222641,illustrative
2,1,29.53363527833427,80.20937689738034,1.3256952145940466,0.0017362184286552056,illustrative
2,2,29.53363527833427,80.20937689738034,3.9558855075187354,0.0018751159029476222,illustrative
2,3,29.53363527833427,80.20937689738034,6.804223966171323,0.0020140133772400385,illustrative
2,4,29.53363527833427,80.20937689738034,14.3685124812467,0.002152910851532455,illustrative
3,1,30.023780080933967,77.5206150462381,1.3300104192483497,-0.00010108039097231054,illustrative
3,2,30.023780080933967,77.5206150462381,4.115074912588276,-0.0001091668222500954,illustrative
3,3,30.023780080933967,77.5206150462381,6.770411754703884,-0.00011725325352788022,illustrative
3,4,30.023780080933967,77.5206150462381,14.053648126008724,-0.00012533968480566508,illustrative
4,1,32.344010794919434,80.34491049123811,1.3081140568473617,-0.0024946968854968267,illustrative
4,2,32.344010794919434,80.34491049123811,4.090527911292785,-0.002694272636336573,illustrative
4,3,32.344010794919434,80.34491049123811,6.780067175856211,-0.002893848387176319,illustrative
4,4,32.344010794919434,80.34491049123811,14.25050897096639,-0.003093424138016065,illustrative
5,1,30.3786386701806,76.50437983925265,1.287598958291494,-0.0010509907794670269,illustrative
5,2,30.3786386701806,76.50437983925265,3.9961038013834598,-0.0011350700418243892,illustrative
5,3,30.3786386701806,76.50437983925265,6.8320597369319795,-0.001219149304181751,illustrative
5,4,30.3786386701806,76.50437983925265,14.11592973602429,-0.0013032285665391134,illustrative
6,1,33.332284397036126,73.80175983060295,1.2920058923230082,-0.006882040266415072,illustrative
6,2,33.332284397036126,73.80175983060295,4.0614891758763445,-0.007432603487728278,illustrative
6,3,33.332284397036126,73.80175983060295,6.735743932046772,-0.007983166709041483,illustrative
6,4,33.332284397036126,73.80175983060295,14.129385377052081,-0.00853372993035469,illustrative
7,1,34.25619268360881,70.28685504663856,1.306859707389148,-0.009952593364080844,illustrative
7,2,34.25619268360881,70.28685504663856,4.0860370096301635,-0.010748800833207313,illustrative
7,3,34.25619268360881,70.28685504663856,6.656839029167976,-0.011545008302333779,illustrative
7,4,34.25619268360881,70.28685504663856,13.974507696052829,-0.012341215771460247,illustrative
8,1,33.46660626108803,67.54713975904083,1.304809320341821,-0.009737054006320892,illustrative
8,2,33.46660626108803,67.54713975904083,4.021312858480279,-0.010516018326826564,illustrative
8,3,33.46660626108803,67.54713975904083,6.702493343714478,-0.011294982647332233,illustrative
8,4,33.46660626108803,67.54713975904083,14.375682544887749,-0.012073946967837906,illustrative
9,1,34.48005482176103,66.99042349928125,1.2985062277511188,-0.011732383362282427,illustrative
9,2,34.48005482176103,66.99042349928125,3.996385156467805,-0.012670974031265022,illustrative
9,3,34.48005482176103,66.99042349928125,6.779108712621648,-0.013609564700247614,illustrative
9,4,34.48005482176103,66.99042349928125,14.32078572628224,-0.014548155369230209,illustrative
10,1,34.48928158372589,63.92846768519634,1.3044497652713318,-0.013034772404286656,illustrative
10,2,34.48928158372589,63.92846768519634,4.082638996384782,-0.01407755419662959,illustrative
10,3,34.48928158372589,63.92846768519634,6.7428406335138105,-0.01512033598897252,illustrative
10,4,34.48928158372589,63.92846768519634,13.90953155536361,-0.016163117781315454,illustrative
